1.0.-Etxebizitza salerosketak. 2013ko 4. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;168,00;120,00;260,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;283,00;301,00;255,00;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2013ko 4. hiruhilekoa;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;
Nazionala/Nacional;ESPAÑA;253,00;267,00;147,00;251,00;180,00;130,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;256,00;282,00;121,00;220,00;215,00;123,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;242,00;258,00;153,00;217,00;162,00;137,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;259,00;272,00;156,00;281,00;128,00;130,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;237,00;269,00;109,00;194,00;114,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;251,00;257,00;148,00;286,00;133,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;219,00;244,00;129,00;198,00;136,00;95,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;252,00;273,00;143,00;184,00;251,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;235,00;257,00;141,00;195,00;202,00;138,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;249,00;265,00;140,00;226,00;266,00;153,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;255,00;270,00;147,00;242,00;143,00;114,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;249,00;255,00;155,00;314,00;206,00;137,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;286,00;281,00;179,00;338,00;124,00;132,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;290,00;300,00;121,00;292,00;207,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;236,00;252,00;146,00;222,00;176,00;146,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;248,00;258,00;165,00;298,00;39,00;123,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;225,00;227,00;133,00;333,00; n.d. ; n.d. ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;242,00;246,00;167,00;265,00;196,00;144,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;232,00;252,00;74,00;219,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;255,00;276,00;126,00;149,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Bilbao;260,00;284,00;112,00;305,00; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;260,00;293,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;242,00;264,00;137,00;232,00;223,00;121,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;269,00;298,00;126,00;215,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;234,00;253,00;77,00;219,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;281,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;247,00;273,00; n.d. ; n.d. ;240,00; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;272,00;293,00;118,00;294,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;253,00;277,00;124,00;240,00; n.d. ;115,00;;;;
Eskualde Egitura/Áreas funcionales;Durango;310,00;311,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Eibar;176,00;265,00; n.d. ;104,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;288,00;281,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Igorre;282,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;399,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Llodio;252,00;299,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;287,00;283,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Mungia;222,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;163,00;168,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;234,00;283,00; n.d. ;147,00; n.d. ; n.d. ;;;;
;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;
Nazionala/Nacional;ESPAÑA;594,97;1.871,57;31,79;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;639,00;2.239,20;28,54;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;496,29;1.669,85;29,72;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;502,22;1.764,96;28,46;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;462,14;1.835,72;25,17;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;903,31;1.724,00;52,40;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;457,38;1.545,29;29,60;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;526,57;1.668,80;31,55;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;480,79;1.664,59;28,88;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;403,60;1.697,60;23,77;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;644,91;2.025,61;31,84;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;369,24;1.525,44;24,21;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;452,41;1.629,71;27,76;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;985,21;2.207,73;44,63;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;418,06;1.664,89;25,11;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;737,04;1.930,01;38,19;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;460,06;1.745,53;26,36;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;454,05;1.679,29;27,04;;;;;;;
;;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;
Nazionala/Nacional;ESPAÑA;4,06;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3,89;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;4,12;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;4,21;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;3,91;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4,43;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4,21;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;3,97;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,04;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;3,88;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,02;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,06;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;4,00;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,94;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,27;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;4,03;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;4,05;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,16;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;4,05;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;3,97;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;3,82;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
