1.0.-Etxebizitza salerosketak. 2013ko 3. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;265,00;262,00;274,00;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;285,00;289,00;279,00;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;252,00;255,00;243,00;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;241,00;261,00;164,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;237,00;228,00;303,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;294,00;293,00;312,00;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;309,00;314,00;296,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;272,00;260,00;292,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;248,00;234,00;291,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;306,00;312,00;282,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;237,00;230,00;296,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;320,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;191,00;182,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;312,00;313,00;305,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;285,00;280,00;317,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;278,00;317,00;225,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;305,00;310,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;307,00;305,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;360,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;300,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;276,00;234,00;324,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;306,00;299,00;315,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;264,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;247,00;274,00;208,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;224,00;197,00;295,00;;;;;;;
;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2013ko 3. hiruhilekoa;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;
Nazionala/Nacional;ESPAÑA;247,00;263,00;148,00;237,00;160,00;133,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;267,00;281,00;140,00;270,00;132,00;119,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;233,00;257,00;144,00;181,00;177,00;134,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;256,00;272,00;167,00;247,00;139,00;130,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;223,00;242,00;147,00;195,00;163,00;161,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;252,00;258,00;157,00;307,00;104,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;208,00;215,00;142,00;236,00;119,00;152,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;215,00;244,00;121,00;162,00;141,00; n.d. ;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;250,00;251,00;148,00;308,00;192,00;143,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;255,00;271,00;153,00;297,00;166,00;133,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;258,00;270,00;147,00;260,00;142,00;127,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;241,00;256,00;144,00;289,00;224,00;143,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;255,00;262,00;152,00;311,00;137,00;121,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;281,00;294,00;145,00;268,00;215,00;150,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;237,00;265,00;149,00;167,00;147,00;139,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;262,00;288,00;146,00;237,00; n.d. ;136,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;239,00;252,00;138,00;220,00; n.d. ; n.d. ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;223,00;241,00;155,00;187,00;140,00;127,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;207,00;237,00;161,00;150,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;287,00;294,00;151,00;296,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Bilbao;276,00;309,00;121,00;267,00; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;257,00;272,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;234,00;248,00;135,00;235,00; n.d. ;122,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;306,00;306,00;149,00;365,00; n.d. ;99,00;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;208,00;237,00;158,00;150,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;305,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;184,00;191,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;304,00;312,00;133,00;362,00; n.d. ;102,00;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;263,00;285,00;132,00;226,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Durango;274,00;278,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Eibar;265,00;305,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;286,00;307,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Igorre;360,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;300,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Llodio;266,00;276,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;282,00;306,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Mungia;272,00;264,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;325,00;247,00; n.d. ;360,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;198,00;224,00; n.d. ;134,00; n.d. ; n.d. ;;;;
;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;
Nazionala/Nacional;ESPAÑA;581,43;1.872,62;31,05;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;669,32;2.231,70;29,99;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;510,95;1.672,77;30,55;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;518,68;1.769,77;29,31;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;475,81;1.827,66;26,03;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;642,16;1.730,37;37,11;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;422,30;1.550,64;27,23;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;567,09;1.675,63;33,84;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;550,20;1.676,26;32,82;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;430,16;1.696,86;25,35;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;647,79;2.027,24;31,95;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;383,39;1.541,95;24,86;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;519,58;1.626,67;31,94;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;885,17;2.204,52;40,15;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;413,73;1.676,04;24,68;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;591,82;1.930,34;30,66;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;467,95;1.748,95;26,76;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;445,48;1.679,23;26,53;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;
Nazionala/Nacional;ESPAÑA;4,09;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;4,01;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;4,09;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;3,97;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;4,18;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4,40;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4,36;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;4,13;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,11;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;3,96;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,19;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,32;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;4,12;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,75;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,28;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;3,79;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;3,81;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,24;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;4,30;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;4,00;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;3,91;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
