1.0.-Etxebizitza salerosketak. 2012ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;251,00;236,00;312,00;206,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;264,00;266,00;273,00;251,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;284,00;295,00;258,00;251,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;278,00;283,00;280,00;241,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;281,00;289,00;261,00;191,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;260,00;266,00;269,00;130,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;327,00;329,00;328,00;301,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;229,00;225,00;249,00;230,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;289,00;292,00;297,00;280,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;310,00;254,00;443,00;262,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;249,00;257,00;252,00;213,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;313,00;347,00;294,00;317,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;291,00;252,00;322,00;282,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;252,00;226,00;303,00;276,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;320,00;304,00;324,00;333,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;314,00;309,00;305,00;328,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;312,00;308,00;323,00;303,00;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;311,00;340,00;294,00;317,00;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;318,00; - ; - ; - ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumarraga;281,00;269,00;299,00; - ;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;283,00;268,00;321,00;286,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;317,00;293,00;323,00;332,00;;;;;
Eskualde Egitura/Áreas funcionales;Durango;315,00;333,00;291,00;339,00;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;292,00;318,00;282,00; - ;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;303,00;296,00; - ;290,00;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;347,00; - ;356,00; - ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;293,00; - ; - ; - ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;334,00;321,00;343,00;342,00;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;327,00;305,00; - ;332,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungia; -     ; - ; - ; - ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;301,00;248,00;329,00; - ;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;286,00; - ;299,00;282,00;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2012ko 2. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 02 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;257,00;275,00;154,00;244,00;170,00;137,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;275,00;303,00;160,00;184,00;159,00;142,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;238,00;262,00;143,00;194,00;170,00;135,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;231,00;251,00;138,00;215,00;116,00;121,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;215,00;255,00;137,00;137,00;112,00;103,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;218,00;234,00;128,00;196,00;178,00;138,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;227,00;245,00;139,00;208,00;165,00;143,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;244,00;251,00;203,00;246,00;112,00;97,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;254,00;264,00;153,00;267,00;192,00;160,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;275,00;285,00;161,00;317,00;186,00;134,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;272,00;283,00;163,00;285,00;196,00;136,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;261,00;281,00;164,00;273,00;196,00;157,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;258,00;260,00;166,00;298,00;160,00;153,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;332,00;340,00;158,00;331,00;169,00;96,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;212,00;229,00;158,00;168,00;167,00;132,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;251,00;291,00;170,00;130,00;142,00;154,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;327,00;310,00;171,00;430,00;146,00;178,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;232,00;249,00;157,00;216,00;154,00;126,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;282,00;313,00;174,00;110,00; - ; - ;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;258,00;291,00;160,00;84,00; - ; - ;;;
Hiriburak/Capitales de TTHH;Bilbao;220,00;252,00;179,00;78,00; - ; - ;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;295,00;320,00; - ; - ; - ; - ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;302,00;318,00;192,00;283,00; - ;119,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;278,00;312,00;131,00;243,00;231,00;164,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;281,00;311,00;174,00;110,00; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;312,00;318,00; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumarraga;272,00;291,00;297,00;183,00; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;248,00;283,00;148,00;149,00;204,00;177,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;294,00;317,00;149,00;183,00; - ;132,00;;;
Eskualde Egitura/Áreas funcionales;Durango;292,00;315,00;92,00;279,00; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Eibar;278,00;292,00;133,00;267,00; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;280,00;303,00; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Igorre;341,00;347,00; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;257,00; - ; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;318,00;334,00; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;322,00;327,00; - ;369,00; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Mungia;150,00; - ; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;297,00;311,00; - ; - ; - ; - ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;279,00;308,00; - ; - ; - ; - ;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2012ko 2. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 02 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                         ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;590,36;1.900,41;31,06;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;712,26;2.217,29;32,12;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;528,53;1.737,02;30,43;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;483,30;1.796,65;26,90;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;520,93;1.881,08;27,69;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;694,92;1.765,20;39,37;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;460,82;1.574,12;29,27;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;518,87;1.728,81;30,01;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;526,76;1.736,61;30,33;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;551,53;1.723,04;32,01;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;628,34;2.043,96;30,74;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;371,78;1.629,14;22,82;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;489,56;1.668,13;29,35;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;843,19;2.213,75;38,09;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;419,64;1.715,60;24,46;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;587,69;1.985,52;29,60;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;540,36;1.774,24;30,46;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;509,34;1.698,60;29,99;;;;;;
;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2012ko 2. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 02 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;4,20;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3,75;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;4,16;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;4,13;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;4,09;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4,55;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4,36;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;3,97;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,21;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;4,02;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,47;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,25;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;4,34;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,77;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,91;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;3,81;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;4,03;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,38;;;;;;;;
Lurraldea/TTHH;Araba/Álava;3,57;;;;;;;;
Lurraldea/TTHH;Gipuzkoa;3,63;;;;;;;;
Lurraldea/TTHH;Bizkaia;3,97;;;;;;;;
