1.0.-Etxebizitzen salerosketa kopurua. 2021ko 3. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;295,00;296,00;282,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;294,00;294,00;295,00;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;295,00;296,00;285,00;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;281,00;284,00;259,00;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;294,00;291,00;304,00;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;288,00;291,00;227,00;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;268,00;269,00;249,00;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;286,00;290,00;214,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;285,00;288,00;263,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;290,00;291,00;282,00;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;302,00;303,00;276,00;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;301,00;299,00;321,00;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;283,00;284,00;252,00;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;314,00;314,00;299,00;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;278,00;280,00;262,00;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;291,00;291,00;292,00;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;270,00;272,00;262,00;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;282,00;283,00;281,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;270,00;262,00;305,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;287,00;288,00;286,00;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;303,00;302,00;306,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;302,00;304,00;294,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;291,00;292,00;291,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;304,00;305,00;300,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;272,00;265,00;301,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;296,00;296,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;290,00;273,00;304,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;304,00;305,00;303,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;290,00;294,00;276,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;301,00;300,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;286,00;285,00;289,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;311,00;313,00;298,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;291,00;291,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;283,00;283,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;309,00;308,00;313,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;282,00;275,00;305,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;281,00;283,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;306,00;298,00;308,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;295,00;297,00;293,00;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2021ko 3. hiruhilekoa;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;
Nazionala/Nacional;ESPAÑA;294,00;295,00;183,00;321,00;246,00;165,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;290,00;294,00;188,00;324,00;181,00;157,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;294,00;295,00;184,00;318,00;269,00;179,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;279,00;281,00;217,00;289,00;220,00;154,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;302,00;294,00;196,00;346,00;147,00;190,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;285,00;288,00;175,00;300,00;306,00;179,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;265,00;268,00;158,00;303,00;143,00;138,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;288,00;286,00;216,00;306,00;n.d.;n.d.;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;285,00;285,00;178,00;308,00;272,00;176,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;288,00;290,00;190,00;306,00;275,00;149,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;300,00;302,00;181,00;325,00;234,00;152,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;300,00;301,00;214,00;336,00;304,00;200,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;280,00;283,00;170,00;294,00;155,00;153,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;318,00;314,00;193,00;376,00;275,00;n.d.;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;278,00;278,00;188,00;310,00;250,00;157,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;286,00;292,00;199,00;295,00;n.d.;187,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;268,00;272,00;155,00;290,00;n.d.;n.d.;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;281,00;282,00;182,00;296,00;250,00;159,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;267,00;270,00;176,00;328,00;n.d.;n.d.;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;279,00;287,00;181,00;273,00;n.d.;n.d.;;;;
Hiriburak/Capitales de TTHH;Bilbao;300,00;303,00;205,00;328,00;n.d.;n.d.;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;299,00;302,00;n.d.;333,00;n.d.;n.d.;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;284,00;291,00;182,00;323,00;n.d.;180,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;300,00;304,00;190,00;336,00;187,00;150,00;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;270,00;272,00;176,00;330,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;302,00;296,00;n.d.;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;280,00;290,00;n.d.;323,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;302,00;304,00;197,00;335,00;186,00;123,00;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;282,00;290,00;179,00;303,00;n.d.;163,00;;;;
Eskualde Egitura/Áreas funcionales;Durango;293,00;301,00;n.d.;336,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Eibar;270,00;286,00;171,00;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;313,00;311,00;n.d.;330,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Igorre;268,00;291,00;n.d.;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;258,00;283,00;n.d.;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;314,00;309,00;n.d.;338,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;279,00;282,00;n.d.;291,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Mungia;264,00;281,00;n.d.;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;294,00;306,00;n.d.;n.d.;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;295,00;295,00;n.d.;315,00;n.d.;n.d.;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;
Nazionala/Nacional;ESPAÑA;599,37;1.934,02;30,99;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;628,03;2.310,51;27,18;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;511,42;1.688,44;30,29;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;468,84;1.839,14;25,49;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;473,91;1.945,34;24,36;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;953,26;1.679,68;56,75;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;509,95;1.464,77;34,81;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;479,11;1.835,61;26,10;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;445,81;1.755,68;25,39;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;443,65;1.711,92;25,92;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;686,54;2.060,04;33,33;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;370,33;1.542,20;24,01;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;478,92;1.743,66;27,47;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;865,88;2.353,87;36,79;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;396,24;1.743,31;22,73;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;518,72;2.112,19;24,56;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;417,90;1.719,25;24,31;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;454,23;1.732,39;26,22;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;
Nazionala/Nacional;ESPAÑA;1,94;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,41;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1,97;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1,97;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,07;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,00;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,11;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1,83;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1,91;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,09;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,01;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,17;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1,92;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1,88;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,02;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,88;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1,95;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,00;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,36;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,49;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,38;;;;;;;;;
;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
