1.0.-Etxebizitzen salerosketa kopurua. 2017ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2017;;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;274,00;275,00;272,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;260,00;260,00;257,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;260,00;262,00;247,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;300,00;297,00;309,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;294,00;293,00;299,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;293,00;297,00;276,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;299,00;299,00;297,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;300,00;298,00;305,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;301,00;308,00;263,00;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;299,00;297,00;308,00;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;304,00;304,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;306,00;307,00;300,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;297,00;304,00;266,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;298,00;297,00;301,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;317,00;317,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;292,00;284,00;324,00;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;279,00;276,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;339,00;336,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;288,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;312,00;316,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;297,00;283,00;312,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;302,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;294,00;298,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;302,00;299,00;305,00;;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2017ko 2. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;272,00;278,00;175,00;285,00;254,00;163,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;290,00;298,00;167,00;337,00;234,00;139,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;282,00;284,00;192,00;316,00;282,00;175,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;271,00;272,00;183,00;284,00;200,00;171,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;250,00;251,00;176,00;306,00; n.d. ;170,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;255,00;265,00;168,00;221,00;240,00;160,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;216,00;217,00;151,00;279,00;172,00;154,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;282,00;283,00;158,00;310,00; n.d. ; n.d. ;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;260,00;270,00;189,00;241,00;268,00;178,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;274,00;279,00;172,00;314,00;239,00;161,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;279,00;284,00;161,00;304,00;238,00;140,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;276,00;283,00;180,00;305,00;273,00;167,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;269,00;273,00;189,00;289,00;249,00;194,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;290,00;301,00;169,00;194,00;296,00;193,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;267,00;273,00;169,00;290,00;236,00;161,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;269,00;275,00;205,00;312,00;118,00;141,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;263,00;260,00;197,00;333,00; n.d. ; n.d. ;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;259,00;260,00;181,00;290,00;223,00;158,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;295,00;300,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;287,00;294,00;177,00;310,00; n.d. ; n.d. ;;;
Hiriburak/Capitales de TTHH;Bilbao;283,00;293,00;168,00;352,00; n.d. ; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;295,00;299,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;290,00;300,00;174,00;310,00; n.d. ;132,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;293,00;301,00;154,00;361,00;207,00;140,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;294,00;299,00;185,00; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;308,00;304,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;292,00;306,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;286,00;297,00;158,00;338,00;183,00;142,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;287,00;298,00;168,00;304,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Durango;317,00;317,00;135,00;387,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;276,00;292,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;275,00;279,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;355,00;339,00; n.d. ;426,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;315,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;308,00;312,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;296,00;297,00; n.d. ;342,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Mungia;297,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;287,00;294,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;296,00;302,00;213,00;309,00; n.d. ; n.d. ;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2017ko 2. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;535,87;1.896,72;28,25;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;578,57;2.204,09;26,25;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;439,65;1.694,01;25,95;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;467,00;1.795,85;26,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;443,77;1.933,78;22,95;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;705,21;1.761,67;40,03;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;436,56;1.592,84;27,41;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;456,43;1.810,26;25,21;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;419,10;1.711,48;24,49;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;392,53;1.684,13;23,31;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;645,64;2.011,75;32,09;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;311,67;1.541,81;20,21;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;436,01;1.658,44;26,29;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;783,33;2.277,03;34,40;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;357,74;1.709,88;20,92;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;480,29;1.983,03;24,22;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;397,95;1.753,43;22,70;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;403,15;1.692,14;23,82;;;;;;
;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2017ko 2. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,27;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,99;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,28;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,28;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,27;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,34;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,40;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1,91;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,14;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,28;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,49;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,11;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,42;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,05;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,36;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2,08;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,03;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,36;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,97;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;2,00;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,97;;;;;;;;
;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
