1.0.-Etxebizitza salerosketak. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;91,52;8,48;90,83;9,17;88,00;12,00;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;88,66;11,34;79,14;20,86;83,43;16,57;;;;;
Lurraldea/TTHH;GIPUZKOA;91,18;8,82;74,47;25,53;91,22;8,78;;;;;
Lurraldea/TTHH;BIZKAIA;90,59;9,41;94,30;5,70;93,87;6,13;;;;;
;;;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 04 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;;;
Nazionala/Nacional;ESPAÑA;1.410,32;1.432,13;1.209,41;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.931,92;1.944,20;1.857,61;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.141,68;1.157,33;1.003,90;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.224,78;1.229,35;1.189,98;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.111,11;1.122,82;1.089,63;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.966,47;1.969,69;1.864,43;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.255,59;1.269,56;1.174,12;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.182,69;1.175,56;1.393,58;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;950,07;953,34;927,26;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;786,42;799,83;729,73;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.768,27;1.770,75;1.728,03;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;761,37;767,45;732,71;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.089,10;1.097,57;795,41;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.207,50;2.201,48;2.335,25;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;849,65;863,66;774,29;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.288,80;1.250,22;1.436,11;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;923,99;904,10;1.027,36;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.011,00;1.018,45;947,61;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1.566,84;1.594,02;1.446,72;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;2.220,94;2.280,38;2.037,19;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1.876,72;1.880,81;1.823,78;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.619,63;1.658,95;1.466,89;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.011,24;2.910,82;3.556,41;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.013,21;2.007,89;2.066,08;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.387,24;1.395,32;1.325,74;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.973,97;2.051,79;1.765,91;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.815,04;1.825,14;1.664,46;;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;1.575,87;1.607,74;1.448,02;;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;1.242,68;1.244,58;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.687,97;2.046,92;1.241,47;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;1.939,15;1.945,62;1.858,48;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;2.506,86;2.475,56;2.661,67;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;1.606,29;1.596,48;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;1.485,93;1.445,72;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;1.614,60;1.613,32;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.432,04;1.477,15;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;856,11;n.d.;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.583,03;1.594,66;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;1.605,37;1.640,86;1.451,59;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;1.984,59;1.967,38;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;1.686,06;1.648,72;1.704,33;;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;2.440,88;2.599,81;2.046,50;;;;;;;;
;;;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;;
Nazionala/Nacional;ESPAÑA;147.507,80;149.753,06;126.835,92;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;163.493,03;166.285,07;148.206,41;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;124.832,04;123.904,38;133.331,59;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;131.489,56;134.192,87;108.439,76;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;110.981,55;118.310,98;94.800,08;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;236.165,82;233.001,29;308.598,30;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;120.662,48;119.101,17;140.661,12;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;118.786,40;118.968,07;113.018,43;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;106.213,40;107.255,18;99.475,33;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;101.979,13;101.325,13;104.541,91;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;166.897,01;168.192,00;149.344,71;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;95.681,89;97.884,22;84.099,60;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;111.881,80;112.676,22;93.106,83;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;226.916,41;227.489,80;214.883,20;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;92.454,94;95.206,51;78.721,63;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;124.954,11;123.426,71;129.831,04;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;96.541,25;96.278,20;97.982,88;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;106.429,12;108.695,55;88.643,80;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;132.868,89;133.633,07;129.963,99;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;171.020,57;174.174,15;161.773,78;;;;;;;;
Lurraldea/TTHH;BIZKAIA;167.862,79;170.595,95;132.916,20;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;131.002,24;132.364,16;125.884,39;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;243.993,74;235.821,73;280.024,85;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;169.629,77;170.318,00;162.758,78;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;142.668,82;140.195,95;152.667,80;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;149.454,83;153.695,32;138.266,04;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;167.172,48;170.701,55;116.662,65;;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;132.901,82;133.488,76;130.698,74;;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;121.376,46;126.221,97;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;119.929,00;112.197,44;124.739,75;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;173.547,10;176.385,77;138.440,32;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;194.322,27;193.164,96;198.615,96;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;133.700,21;134.224,76;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;125.916,25;123.992,33;139.544,02;;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;134.909,70;138.629,14;101.434,74;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;134.948,65;141.561,83;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;61.333,33;n.d.;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;140.915,66;145.746,63;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;156.180,82;160.202,00;117.117,94;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;203.767,65;210.423,45;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;141.403,04;132.100,03;145.447,82;;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;161.761,83;165.073,62;141.891,13;;;;;;;;
;;;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziaren indizeak (%). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;;;
Nazionala/Nacional;ESPAÑA;67,02;32,98;32,13;0,15;0,70;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;57,35;42,65;42,45;0,10;0,10;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;66,39;33,61;33,19;0,15;0,27;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;63,34;36,66;36,42;0,14;0,10;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;72,89;27,11;26,96;0,05;0,10;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;75,56;24,44;24,02;0,15;0,27;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;61,81;38,19;36,45;0,20;1,54;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;70,85;29,15;28,98;0,00;0,17;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;67,72;32,28;31,94;0,12;0,22;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;56,07;43,93;43,32;0,48;0,13;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;75,98;24,02;23,69;0,17;0,16;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;61,27;38,73;37,74;0,64;0,35;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;79,83;20,17;19,86;0,03;0,28;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;61,58;38,42;35,32;0,03;3,07;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;77,22;22,78;22,57;0,14;0,07;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;69,68;30,32;29,44;0,00;0,88;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;78,23;21,77;21,77;0,00;0,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;63,57;36,43;36,01;0,19;0,23;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;40,83;59,17;58,47;0,35;0,35;;;;;;
Lurraldea/TTHH;GIPUZKOA;50,75;49,25;49,19;0,06;0,00;;;;;;
Lurraldea/TTHH;BIZKAIA;66,24;33,76;33,56;0,08;0,12;;;;;;
;;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 04 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;;
Nazionala/Nacional;ESPAÑA;296,00;298,00;285,00;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;293,00;298,00;266,00;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;299,00;300,00;292,00;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;303,00;306,00;267,00;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;299,00;294,00;310,00;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;269,00;270,00;251,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;282,00;286,00;230,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;291,00;291,00;284,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;292,00;293,00;285,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;294,00;294,00;300,00;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;301,00;303,00;271,00;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;306,00;301,00;330,00;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;287,00;288,00;288,00;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;308,00;308,00;306,00;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;295,00;295,00;297,00;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;288,00;291,00;280,00;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;286,00;287,00;280,00;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;285,00;287,00;274,00;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;264,00;263,00;268,00;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;301,00;317,00;256,00;;;;;;;;
Lurraldea/TTHH;BIZKAIA;297,00;297,00;288,00;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;257,00;255,00;264,00;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;284,00;310,00;170,00;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;295,00;294,00;301,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;299,00;301,00;292,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;306,00;318,00;273,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;297,00;298,00;281,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;262,00;261,00;267,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;273,00;283,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;295,00;308,00;287,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;299,00;299,00;289,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;282,00;304,00;197,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;279,00;279,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;297,00;300,00;280,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;286,00;286,00;292,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;299,00;287,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;320,00;n.d.;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;289,00;291,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;353,00;355,00;339,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;301,00;301,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;296,00;282,00;301,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;332,00;335,00;312,00;;;;;;;;
;;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;;
Nazionala/Nacional;ESPAÑA;294,00;296,00;190,00;304,00;250,00;162,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;290,00;293,00;205,00;308,00;221,00;125,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;297,00;299,00;194,00;309,00;263,00;180,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;303,00;303,00;204,00;319,00;237,00;174,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;304,00;299,00;190,00;337,00;310,00;161,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;266,00;269,00;153,00;294,00;202,00;n.d.;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;276,00;282,00;169,00;285,00;278,00;134,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;290,00;291,00;216,00;301,00;n.d.;n.d.;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;291,00;292,00;185,00;307,00;291,00;191,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;293,00;294,00;201,00;311,00;256,00;167,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;298,00;301,00;178,00;308,00;278,00;136,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;302,00;306,00;197,00;312,00;291,00;178,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;285,00;287,00;218,00;287,00;291,00;174,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;302,00;308,00;192,00;277,00;125,00;150,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;294,00;295,00;231,00;310,00;280,00;154,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;283,00;289,00;190,00;309,00;269,00;188,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;295,00;286,00;200,00;346,00;n.d.;n.d.;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;285,00;286,00;187,00;300,00;247,00;166,00;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;265,00;264,00;220,00;325,00;195,00;n.d.;;;;;
Lurraldea/TTHH;GIPUZKOA;294,00;301,00;218,00;296,00;213,00;126,00;;;;;
Lurraldea/TTHH;BIZKAIA;295,00;297,00;185,00;321,00;242,00;119,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;258,00;257,00;210,00;344,00;n.d.;n.d.;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;281,00;284,00;200,00;329,00;n.d.;n.d.;;;;;
Hiriburak/Capitales de TTHH;Bilbao;293,00;295,00;164,00;332,00;n.d.;n.d.;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;297,00;299,00;n.d.;289,00;n.d.;n.d.;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;297,00;306,00;224,00;293,00;n.d.;120,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;296,00;297,00;193,00;319,00;231,00;119,00;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;263,00;262,00;210,00;345,00;195,00;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;278,00;273,00;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;288,00;295,00;n.d.;293,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;296,00;299,00;178,00;314,00;232,00;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;264,00;282,00;202,00;193,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;291,00;279,00;n.d.;352,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;284,00;297,00;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;292,00;286,00;n.d.;325,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;300,00;299,00;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;330,00;n.d.;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;285,00;289,00;n.d.;289,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;360,00;353,00;n.d.;378,00;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;289,00;301,00;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;295,00;296,00;n.d.;n.d.;n.d.;n.d.;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;337,00;332,00;245,00;389,00;n.d.;n.d.;;;;;
;;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;;
Nazionala/Nacional;ESPAÑA;671,90;2.089,58;32,15;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;720,91;2.385,60;30,22;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;561,99;1.835,80;30,61;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;582,37;1.990,38;29,26;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;505,25;2.068,71;24,42;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.197,43;1.943,72;61,61;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;576,53;1.739,17;33,15;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;541,21;1.919,64;28,19;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;488,03;1.867,45;26,13;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;469,87;1.848,55;25,42;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;755,37;2.258,80;33,44;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;429,50;1.665,08;25,79;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;531,85;1.875,65;28,36;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;995,52;2.511,58;39,64;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;427,30;1.842,36;23,19;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;568,69;2.210,70;25,72;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;451,29;1.864,32;24,21;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;502,52;1.875,46;26,79;;;;;;;;
;;;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,55;;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2,19;;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,51;;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,45;;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,61;;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,92;;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,67;;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,44;;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,54;;;;;;;;;;
